dungeonName 	 levelName 	 gemCount 	 deathCount 	 attackedCount 	 damagedByTimeCount 	 (getItem, useItem, hps)
고대 유적지	시작 방	1	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	2	1	0	0			3, 3, 3, 2, 2, 2, 1, 	
고대 유적지	시작 방	2	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
고대 유적지	방1	2	1	1	0	상하공격, 	근처보기, 상하공격, 	2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 	
고대 유적지	시작 방	2	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	1	0	1	0	상하공격, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 	
고대 유적지	최종방	5	0	0	0	회복10, 	회복10, 근처보기, 상하공격, 	2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	시작방	4	0	0	0		사방공격, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	방1	2	0	0	0	회복10, 	회복10, 	3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 	
왕의 무덤	중간방	2	1	1	0		사방공격, 회복10, 사방공격, 	3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 	
고대 유적지	시작 방	2	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 	
고대 유적지	방1	2	0	0	0	상하공격, 		2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
고대 유적지	최종방	3	0	0	0	회복10, 	상하공격, 회복10, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 	
왕의 무덤	시작방	2	0	0	0		은신, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 	
왕의 무덤	방1	1	0	0	0	회복10, 	은신, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
왕의 무덤	중간방	2	0	0	0		회복10, 근처보기, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	방3	2	1	1	0	은신, 	괴물보기, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
