dungeonName 	 levelName 	 gemCount 	 deathCount 	 attackedCount 	 damagedByTimeCount 	 (getItem, useItem, hps)
옛 유적지	시작 방	1	0	0	0			3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
옛 유적지	방1	1	0	1	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 	
옛 유적지	최종방	0	0	0	0	사방공격, 	근처보기, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
진시왕의 무덤	시작방	1	0	0	0			3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
진시왕의 무덤	방1	1	0	0	0			3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
진시왕의 무덤	중간방	2	0	0	0		사방공격, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
진시왕의 무덤	방3	1	0	0	0		괴물보기, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
진시왕의 무덤	최종방	0	0	0	0		함정보기, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 	
진시왕의 무덤	시작방	1	0	0	0			3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
진시왕의 무덤	방1	1	0	1	0			3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
진시왕의 무덤	중간방	1	0	0	0		괴물보기, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
진시왕의 무덤	방3	1	0	0	0		괴물보기, 사방공격, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
진시왕의 무덤	최종방	1	0	0	0		좌우공격, 사방공격, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
