dungeonName 	 levelName 	 gemCount 	 deathCount 	 attackedCount 	 damagedByTimeCount 	 (getItem, useItem, hps)
고대 유적지	시작 방	2	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	2	0	2	0	사방공격, 	회복10, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 	
고대 유적지	최종방	4	1	0	0	회복20, 회복10, 근처보기, 	사방공격, 	1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 	
신비한 미로	시작방	1	0	0	0	근처보기, 	전체보기, 	3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
신비한 미로	방2	3	0	0	0	회복10, 	사방공격, 회복10, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 	
신비한 미로	방5	2	0	1	0		사방공격, 근처보기, 	3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
신비한 미로	방7	2	0	1	0		전체보기, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 	
신비한 미로	최종방	0	1	1	0		회복20, 	3, 3, 3, 2, 2, 2, 	
신비한 미로	시작방	0	1	0	0		최대체력, 	3, 3, 2, 2, 1, 	
신비한 미로	시작방	2	0	0	0	회복10, 	사방공격, 	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방2	2	0	0	0		근처보기, 사방공격, 근처보기, 	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방5	1	0	1	0		회복10, 	4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 	
신비한 미로	방7	0	0	0	0	회복10, 		3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
신비한 미로	방5	0	0	2	0	상하공격, 	회복20, 회복20, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 2, 4, 	
신비한 미로	최종방	1	1	2	0		상하공격, 회복10, 	4, 4, 3, 3, 2, 2, 2, 2, 2, 	
