dungeonName 	 levelName 	 gemCount 	 deathCount 	 attackedCount 	 damagedByTimeCount 	 (getItem, useItem, hps)
고대 유적지	시작 방	2	0	0	0	근처보기, 		4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
고대 유적지	방1	2	0	0	0	상하공격, 		4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 	
고대 유적지	최종방	3	0	0	0	회복20, 회복10, 	근처보기, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
왕의 무덤	시작방	2	0	0	0			4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	방1	2	0	0	0	회복10, 	회복10, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	중간방	4	0	0	0	좌우공격, 	사방공격, 회복20, 	3, 3, 3, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	방3	2	0	0	0	좌우공격, 	좌우공격, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	최종방	6	0	0	0		상하공격, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
신비한 미로	시작방	2	0	0	0	은신, 근처보기, 	최대체력, 근처보기, 사방공격, 	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방2	1	0	0	0	회복10, 		4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방5	1	0	0	0	근처보기, 	회복10, 	4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방7	1	0	0	0	회복10, 	근처보기, 근처보기, 	4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 	
신비한 미로	최종방	1	1	0	0		회복10, 	3, 3, 3, 3, 2, 	
신비한 미로	시작방	2	0	0	0			5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 	
신비한 미로	방2	2	0	0	0	회복10, 	근처보기, 회복10, 	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 	
신비한 미로	방4	0	0	2	0	은신, 	사방공격, 회복20, 	5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	방7	3	0	0	0			4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 	
신비한 미로	최종방	0	1	2	0	은신, 	사방공격, 은신, 	4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 	
