dungeonName 	 levelName 	 gemCount 	 deathCount 	 attackedCount 	 damagedByTimeCount 	 (getItem, useItem, hps)
고대 유적지	시작 방	2	0	0	0	회복10, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	0	0	3	0	근처보기, 	회복10, 회복10, 	3, 3, 2, 2, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 	
고대 유적지	최종방	1	1	1	0		괴물보기, 근처보기, 	2, 2, 2, 2, 2, 2, 2, 2, 2, 	
고대 유적지	시작 방	2	0	0	0	회복10, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	1	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	최종방	2	0	3	0		근처보기, 회복10, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 	
고대 유적지	시작 방	2	0	0	0	회복10, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	방1	2	0	0	0	근처보기, 		3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
고대 유적지	최종방	3	0	1	0		사방공격, 회복10, 	3, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	시작방	4	0	0	0		근처보기, 사방공격, 	3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 	
왕의 무덤	방1	2	1	0	0			3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 	
